,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
568,0.0753,0.14,0.0753,1.0,0,7,0,86,PU_LP,CiteSeer,0.14,93,93
569,0.9892,0.9946,0.9892,1.0,0,92,0,1,LP_PUL,CiteSeer,0.14,93,93
570,1.0,1.0,1.0,1.0,,,,,MCLS,CiteSeer,0.15,26,100
571,0.83,0.9071,0.83,1.0,0,83,0,17,CCRNE,CiteSeer,0.15,100,100
572,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.15,0,100
573,0.26,0.4127,0.26,1.0,0,26,0,74,PU_LP,CiteSeer,0.15,100,100
574,1.0,1.0,1.0,1.0,,,,,LP_PUL,CiteSeer,0.15,100,100
575,0.9528,0.9758,0.9528,1.0,0,101,0,5,MCLS,CiteSeer,0.16,106,106
576,0.8113,0.8958,0.8113,1.0,0,86,0,20,CCRNE,CiteSeer,0.16,106,106
577,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.16,0,106
578,0.1604,0.2764,0.1604,1.0,0,17,0,89,PU_LP,CiteSeer,0.16,106,106
579,0.9906,0.9953,0.9906,1.0,0,105,0,1,LP_PUL,CiteSeer,0.16,106,106
580,0.9027,0.9488,0.9027,1.0,0,102,0,11,MCLS,CiteSeer,0.17,113,113
581,0.8053,0.8922,0.8053,1.0,0,91,0,22,CCRNE,CiteSeer,0.17,113,113
582,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.17,0,113
583,0.1504,0.2615,0.1504,1.0,0,17,0,96,PU_LP,CiteSeer,0.17,113,113
584,0.9735,0.9865,0.9735,1.0,0,110,0,3,LP_PUL,CiteSeer,0.17,113,113
585,0.95,0.9744,0.95,1.0,0,114,0,6,MCLS,CiteSeer,0.18,120,120
586,0.7917,0.8837,0.7917,1.0,0,95,0,25,CCRNE,CiteSeer,0.18,120,120
587,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.18,0,120
588,0.2167,0.3562,0.2167,1.0,0,26,0,94,PU_LP,CiteSeer,0.18,120,120
589,0.9917,0.9958,0.9917,1.0,0,119,0,1,LP_PUL,CiteSeer,0.18,120,120
590,0.9365,0.9672,0.9365,1.0,0,118,0,8,MCLS,CiteSeer,0.19,126,126
591,0.8333,0.9091,0.8333,1.0,0,105,0,21,CCRNE,CiteSeer,0.19,126,126
592,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.19,0,126
593,0.254,0.4051,0.254,1.0,0,32,0,94,PU_LP,CiteSeer,0.19,126,126
594,0.9921,0.996,0.9921,1.0,0,125,0,1,LP_PUL,CiteSeer,0.19,126,126
595,0.8722,0.9317,0.8722,1.0,0,116,0,17,MCLS,CiteSeer,0.2,133,133
596,0.7744,0.8729,0.7744,1.0,0,103,0,30,CCRNE,CiteSeer,0.2,133,133
597,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.2,0,133
598,0.2331,0.378,0.2331,1.0,0,31,0,102,PU_LP,CiteSeer,0.2,133,133
599,0.9925,0.9962,0.9925,1.0,0,132,0,1,LP_PUL,CiteSeer,0.2,133,133
600,0.4242,0.5957,0.4242,1.0,0,14,0,19,MCLS,CiteSeer,0.21,33,140
601,0.7786,0.8755,0.7786,1.0,0,109,0,31,CCRNE,CiteSeer,0.21,140,140
602,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.21,0,140
603,0.25,0.4,0.25,1.0,0,35,0,105,PU_LP,CiteSeer,0.21,140,140
604,0.9857,0.9928,0.9857,1.0,0,138,0,2,LP_PUL,CiteSeer,0.21,140,140
605,0.9247,0.9609,0.9247,1.0,0,135,0,11,MCLS,CiteSeer,0.22,146,146
606,0.8356,0.9104,0.8356,1.0,0,122,0,24,CCRNE,CiteSeer,0.22,146,146
607,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.22,0,146
608,0.3219,0.487,0.3219,1.0,0,47,0,99,PU_LP,CiteSeer,0.22,146,146
609,0.9795,0.9896,0.9795,1.0,0,143,0,3,LP_PUL,CiteSeer,0.22,146,146
610,0.8562,0.9225,0.8562,1.0,0,131,0,22,MCLS,CiteSeer,0.23,153,153
611,0.8105,0.8953,0.8105,1.0,0,124,0,29,CCRNE,CiteSeer,0.23,153,153
612,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.23,0,153
613,0.3137,0.4776,0.3137,1.0,0,48,0,105,PU_LP,CiteSeer,0.23,153,153
614,0.9804,0.9901,0.9804,1.0,0,150,0,3,LP_PUL,CiteSeer,0.23,153,153
615,0.875,0.9333,0.875,1.0,0,140,0,20,MCLS,CiteSeer,0.24,160,160
616,0.7937,0.885,0.7937,1.0,0,127,0,33,CCRNE,CiteSeer,0.24,160,160
617,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.24,0,160
618,0.4,0.5714,0.4,1.0,0,64,0,96,PU_LP,CiteSeer,0.24,160,160
619,0.9812,0.9905,0.9812,1.0,0,157,0,3,LP_PUL,CiteSeer,0.24,160,160
620,0.8802,0.9363,0.8802,1.0,0,147,0,20,MCLS,CiteSeer,0.25,167,167
621,0.8323,0.9085,0.8323,1.0,0,139,0,28,CCRNE,CiteSeer,0.25,167,167
622,,0.0,0.0,0.0,,,,,RCSVM,CiteSeer,0.25,0,167
623,0.497,0.664,0.497,1.0,0,83,0,84,PU_LP,CiteSeer,0.25,167,167
624,0.982,0.9909,0.982,1.0,0,164,0,3,LP_PUL,CiteSeer,0.25,167,167
