,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives,epochs_neginf,epochs_pu
264,0.7941,0.571,0.687,0.4885,360,1726,164,377,RGCN,Cora,0.1,81,81,131,41
265,0.8222,0.632,0.7538,0.5441,401,1759,131,336,RGCN,Cora,0.1,81,81,131,51
266,0.7937,0.5719,0.6843,0.4912,362,1723,167,375,RGCN,Cora,0.1,81,81,131,61
267,0.8059,0.5243,0.8388,0.3813,281,1836,54,456,RGCN,Cora,0.1,81,81,131,71
268,0.8093,0.5416,0.8315,0.4016,296,1830,60,441,RGCN,Cora,0.1,81,81,131,81
269,0.8085,0.5553,0.797,0.4261,314,1810,80,423,RGCN,Cora,0.1,81,81,131,91
270,0.799,0.4903,0.8495,0.3446,254,1845,45,483,RGCN,Cora,0.1,81,81,131,101
271,0.7807,0.4012,0.8578,0.2619,193,1858,32,544,RGCN,Cora,0.1,81,81,131,111
272,0.8055,0.5229,0.8383,0.3799,280,1836,54,457,RGCN,Cora,0.1,81,81,131,121
273,0.7872,0.4195,0.8938,0.2741,202,1866,24,535,RGCN,Cora,0.1,81,81,131,131
274,0.799,0.4699,0.9035,0.3175,234,1865,25,503,RGCN,Cora,0.1,81,81,131,141
275,0.7948,0.4637,0.8694,0.3161,233,1855,35,504,RGCN,Cora,0.1,81,81,131,151
276,0.8146,0.5834,0.7894,0.4627,341,1799,91,396,RGCN,Cora,0.1,81,81,131,161
277,0.823,0.5845,0.856,0.4437,327,1835,55,410,RGCN,Cora,0.1,81,81,131,171
278,0.7785,0.3728,0.9058,0.2347,173,1872,18,564,RGCN,Cora,0.1,81,81,131,181
279,0.7899,0.4298,0.9004,0.2822,208,1867,23,529,RGCN,Cora,0.1,81,81,131,191
280,0.3647,0.3563,0.2489,0.6269,462,496,1394,275,RGCN,Cora,0.1,81,81,141,1
281,0.7564,0.3522,0.6932,0.2361,174,1813,77,563,RGCN,Cora,0.1,81,81,141,11
282,0.8081,0.6456,0.6701,0.6228,459,1664,226,278,RGCN,Cora,0.1,81,81,141,21
283,0.8523,0.7298,0.7496,0.711,524,1715,175,213,RGCN,Cora,0.1,81,81,141,31
284,0.7941,0.6083,0.6522,0.5699,420,1666,224,317,RGCN,Cora,0.1,81,81,141,41
285,0.826,0.6444,0.7555,0.5617,414,1756,134,323,RGCN,Cora,0.1,81,81,141,51
286,0.8192,0.5646,0.8701,0.4179,308,1844,46,429,RGCN,Cora,0.1,81,81,141,61
287,0.8036,0.4911,0.8989,0.3379,249,1862,28,488,RGCN,Cora,0.1,81,81,141,71
288,0.8222,0.5985,0.8169,0.4722,348,1812,78,389,RGCN,Cora,0.1,81,81,141,81
289,0.8005,0.4971,0.8492,0.3514,259,1844,46,478,RGCN,Cora,0.1,81,81,141,91
290,0.7979,0.482,0.8576,0.3351,247,1849,41,490,RGCN,Cora,0.1,81,81,141,101
291,0.807,0.523,0.8528,0.3772,278,1842,48,459,RGCN,Cora,0.1,81,81,141,111
292,0.8002,0.508,0.8212,0.3677,271,1831,59,466,RGCN,Cora,0.1,81,81,141,121
293,0.8066,0.5415,0.8086,0.4071,300,1819,71,437,RGCN,Cora,0.1,81,81,141,131
294,0.7906,0.4353,0.8945,0.2877,212,1865,25,525,RGCN,Cora,0.1,81,81,141,141
295,0.7918,0.4424,0.8893,0.2944,217,1863,27,520,RGCN,Cora,0.1,81,81,141,151
296,0.8112,0.5491,0.832,0.4098,302,1829,61,435,RGCN,Cora,0.1,81,81,141,161
297,0.7636,0.287,0.9328,0.1696,125,1881,9,612,RGCN,Cora,0.1,81,81,141,171
298,0.7922,0.4615,0.8448,0.3175,234,1847,43,503,RGCN,Cora,0.1,81,81,141,181
299,0.7693,0.3176,0.9338,0.1913,141,1880,10,596,RGCN,Cora,0.1,81,81,141,191
300,0.6745,0.4738,0.4336,0.5224,385,1387,503,352,RGCN,Cora,0.1,81,81,151,1
301,0.6783,0.4531,0.4332,0.4749,350,1432,458,387,RGCN,Cora,0.1,81,81,151,11
302,0.767,0.5995,0.579,0.6214,458,1557,333,279,RGCN,Cora,0.1,81,81,151,21
303,0.7587,0.4795,0.6071,0.3962,292,1701,189,445,RGCN,Cora,0.1,81,81,151,31
304,0.8104,0.637,0.6882,0.5929,437,1692,198,300,RGCN,Cora,0.1,81,81,151,41
305,0.8455,0.6803,0.8105,0.5862,432,1789,101,305,RGCN,Cora,0.1,81,81,151,51
306,0.8135,0.5679,0.8111,0.4369,322,1815,75,415,RGCN,Cora,0.1,81,81,151,61
307,0.7899,0.4535,0.8388,0.3107,229,1846,44,508,RGCN,Cora,0.1,81,81,151,71
308,0.823,0.6167,0.7857,0.5075,374,1788,102,363,RGCN,Cora,0.1,81,81,151,81
309,0.8112,0.5507,0.8283,0.4125,304,1827,63,433,RGCN,Cora,0.1,81,81,151,91
310,0.8272,0.6191,0.811,0.5007,369,1804,86,368,RGCN,Cora,0.1,81,81,151,101
311,0.775,0.3527,0.9148,0.2185,161,1875,15,576,RGCN,Cora,0.1,81,81,151,111
312,0.8116,0.5412,0.8538,0.3962,292,1840,50,445,RGCN,Cora,0.1,81,81,151,121
313,0.8104,0.5585,0.8056,0.4274,315,1814,76,422,RGCN,Cora,0.1,81,81,151,131
314,0.8066,0.5296,0.8338,0.3881,286,1833,57,451,RGCN,Cora,0.1,81,81,151,141
315,0.8104,0.5302,0.87,0.3813,281,1848,42,456,RGCN,Cora,0.1,81,81,151,151
316,0.7982,0.4824,0.8606,0.3351,247,1850,40,490,RGCN,Cora,0.1,81,81,151,161
317,0.7971,0.4738,0.8696,0.3256,240,1854,36,497,RGCN,Cora,0.1,81,81,151,171
318,0.7781,0.3791,0.8812,0.2415,178,1866,24,559,RGCN,Cora,0.1,81,81,151,181
319,0.7819,0.4013,0.8727,0.2605,192,1862,28,545,RGCN,Cora,0.1,81,81,151,191
320,0.453,0.2543,0.2059,0.3324,245,945,945,492,RGCN,Cora,0.1,81,81,161,1
321,0.7476,0.4614,0.5749,0.3853,284,1680,210,453,RGCN,Cora,0.1,81,81,161,11
322,0.6913,0.4682,0.453,0.4844,357,1459,431,380,RGCN,Cora,0.1,81,81,161,21
323,0.7918,0.614,0.6397,0.5902,435,1645,245,302,RGCN,Cora,0.1,81,81,161,31
324,0.7944,0.4675,0.8556,0.3216,237,1850,40,500,RGCN,Cora,0.1,81,81,161,41
325,0.8169,0.5671,0.8422,0.4274,315,1831,59,422,RGCN,Cora,0.1,81,81,161,51
326,0.8135,0.5875,0.7738,0.4735,349,1788,102,388,RGCN,Cora,0.1,81,81,161,61
327,0.7868,0.4422,0.8315,0.3012,222,1845,45,515,RGCN,Cora,0.1,81,81,161,71
328,0.7963,0.553,0.7196,0.4491,331,1761,129,406,RGCN,Cora,0.1,81,81,161,81
329,0.7864,0.444,0.8235,0.3039,224,1842,48,513,RGCN,Cora,0.1,81,81,161,91
330,0.8241,0.5947,0.8412,0.46,339,1826,64,398,RGCN,Cora,0.1,81,81,161,101
331,0.7971,0.4728,0.8723,0.3243,239,1855,35,498,RGCN,Cora,0.1,81,81,161,111
332,0.7823,0.4115,0.8511,0.2714,200,1855,35,537,RGCN,Cora,0.1,81,81,161,121
333,0.783,0.4062,0.8744,0.2646,195,1862,28,542,RGCN,Cora,0.1,81,81,161,131
334,0.796,0.4661,0.8764,0.3175,234,1857,33,503,RGCN,Cora,0.1,81,81,161,141
335,0.7899,0.4447,0.8599,0.2999,221,1854,36,516,RGCN,Cora,0.1,81,81,161,151
336,0.796,0.4542,0.9102,0.3026,223,1868,22,514,RGCN,Cora,0.1,81,81,161,161
337,0.7598,0.2739,0.9015,0.1615,119,1877,13,618,RGCN,Cora,0.1,81,81,161,171
338,0.7689,0.3248,0.9012,0.1981,146,1874,16,591,RGCN,Cora,0.1,81,81,161,181
339,0.7701,0.3406,0.8715,0.2117,156,1867,23,581,RGCN,Cora,0.1,81,81,161,191
340,0.5657,0.3284,0.29,0.3786,279,1207,683,458,RGCN,Cora,0.1,81,81,171,1
341,0.7499,0.3565,0.6408,0.2469,182,1788,102,555,RGCN,Cora,0.1,81,81,171,11
342,0.7792,0.5504,0.642,0.4817,355,1692,198,382,RGCN,Cora,0.1,81,81,171,21
343,0.7712,0.5257,0.6283,0.4518,333,1693,197,404,RGCN,Cora,0.1,81,81,171,31
344,0.7933,0.6195,0.6406,0.5997,442,1642,248,295,RGCN,Cora,0.1,81,81,171,41
345,0.8066,0.5923,0.725,0.5007,369,1750,140,368,RGCN,Cora,0.1,81,81,171,51
346,0.8211,0.6264,0.7562,0.5346,394,1763,127,343,RGCN,Cora,0.1,81,81,171,61
347,0.7998,0.5139,0.8058,0.3772,278,1823,67,459,RGCN,Cora,0.1,81,81,171,71
348,0.8005,0.513,0.8142,0.3745,276,1827,63,461,RGCN,Cora,0.1,81,81,171,81
349,0.8009,0.4888,0.8741,0.3392,250,1854,36,487,RGCN,Cora,0.1,81,81,171,91
350,0.8017,0.5233,0.8034,0.3881,286,1820,70,451,RGCN,Cora,0.1,81,81,171,101
351,0.8207,0.5943,0.8137,0.4681,345,1811,79,392,RGCN,Cora,0.1,81,81,171,111
352,0.8188,0.604,0.7806,0.4925,363,1788,102,374,RGCN,Cora,0.1,81,81,171,121
353,0.7724,0.3486,0.884,0.2171,160,1869,21,577,RGCN,Cora,0.1,81,81,171,131
354,0.7853,0.4174,0.8745,0.2741,202,1861,29,535,RGCN,Cora,0.1,81,81,171,141
355,0.7819,0.3937,0.8942,0.2524,186,1868,22,551,RGCN,Cora,0.1,81,81,171,151
356,0.7975,0.4774,0.8648,0.3297,243,1852,38,494,RGCN,Cora,0.1,81,81,171,161
357,0.7758,0.3701,0.8737,0.2347,173,1865,25,564,RGCN,Cora,0.1,81,81,171,171
358,0.7872,0.4255,0.8771,0.2809,207,1861,29,530,RGCN,Cora,0.1,81,81,171,181
359,0.7746,0.3509,0.9143,0.2171,160,1875,15,577,RGCN,Cora,0.1,81,81,171,191
360,0.4823,0.4257,0.309,0.6839,504,763,1127,233,RGCN,Cora,0.1,81,81,181,1
361,0.7682,0.5558,0.6009,0.517,381,1637,253,356,RGCN,Cora,0.1,81,81,181,11
362,0.8017,0.6074,0.6831,0.5468,403,1703,187,334,RGCN,Cora,0.1,81,81,181,21
363,0.7701,0.4428,0.6916,0.3256,240,1783,107,497,RGCN,Cora,0.1,81,81,181,31
364,0.7853,0.4587,0.7836,0.3243,239,1824,66,498,RGCN,Cora,0.1,81,81,181,41
365,0.8268,0.5912,0.875,0.4464,329,1843,47,408,RGCN,Cora,0.1,81,81,181,51
366,0.8257,0.6439,0.7541,0.5617,414,1755,135,323,RGCN,Cora,0.1,81,81,181,61
367,0.7944,0.4915,0.8031,0.3541,261,1826,64,476,RGCN,Cora,0.1,81,81,181,71
368,0.807,0.5257,0.8464,0.3813,281,1839,51,456,RGCN,Cora,0.1,81,81,181,81
369,0.7868,0.4366,0.8444,0.2944,217,1850,40,520,RGCN,Cora,0.1,81,81,181,91
370,0.8062,0.5451,0.7984,0.4138,305,1813,77,432,RGCN,Cora,0.1,81,81,181,101
371,0.7979,0.482,0.8576,0.3351,247,1849,41,490,RGCN,Cora,0.1,81,81,181,111
372,0.791,0.4726,0.8092,0.3338,246,1832,58,491,RGCN,Cora,0.1,81,81,181,121
373,0.81,0.5349,0.8542,0.3894,287,1841,49,450,RGCN,Cora,0.1,81,81,181,131
374,0.7899,0.4513,0.8439,0.308,227,1848,42,510,RGCN,Cora,0.1,81,81,181,141
375,0.7868,0.4366,0.8444,0.2944,217,1850,40,520,RGCN,Cora,0.1,81,81,181,151
376,0.7739,0.3487,0.9086,0.2157,159,1874,16,578,RGCN,Cora,0.1,81,81,181,161
377,0.7853,0.4257,0.8531,0.2836,209,1854,36,528,RGCN,Cora,0.1,81,81,181,171
378,0.7842,0.4232,0.8455,0.2822,208,1852,38,529,RGCN,Cora,0.1,81,81,181,181
379,0.7834,0.4223,0.8387,0.2822,208,1850,40,529,RGCN,Cora,0.1,81,81,181,191
380,0.6662,0.331,0.378,0.2944,217,1533,357,520,RGCN,Cora,0.1,81,81,191,1
381,0.7842,0.5022,0.7114,0.3881,286,1774,116,451,RGCN,Cora,0.1,81,81,191,11
382,0.7663,0.5024,0.6237,0.4206,310,1703,187,427,RGCN,Cora,0.1,81,81,191,21
383,0.7941,0.4986,0.7865,0.365,269,1817,73,468,RGCN,Cora,0.1,81,81,191,31
384,0.8032,0.5989,0.6993,0.5237,386,1724,166,351,RGCN,Cora,0.1,81,81,191,41
385,0.7868,0.4928,0.7411,0.3691,272,1795,95,465,RGCN,Cora,0.1,81,81,191,51
386,0.8161,0.5965,0.7761,0.4844,357,1787,103,380,RGCN,Cora,0.1,81,81,191,61
387,0.8184,0.5707,0.8476,0.4301,317,1833,57,420,RGCN,Cora,0.1,81,81,191,71
388,0.8089,0.5411,0.8291,0.4016,296,1829,61,441,RGCN,Cora,0.1,81,81,191,81
389,0.7914,0.4791,0.8,0.3419,252,1827,63,485,RGCN,Cora,0.1,81,81,191,91
390,0.7613,0.2818,0.9044,0.1669,123,1877,13,614,RGCN,Cora,0.1,81,81,191,101
391,0.7948,0.4721,0.8486,0.327,241,1847,43,496,RGCN,Cora,0.1,81,81,191,111
392,0.7906,0.4456,0.8667,0.2999,221,1856,34,516,RGCN,Cora,0.1,81,81,191,121
393,0.8043,0.5336,0.8055,0.3989,294,1819,71,443,RGCN,Cora,0.1,81,81,191,131
394,0.7963,0.49,0.8237,0.3487,257,1835,55,480,RGCN,Cora,0.1,81,81,191,141
395,0.7686,0.3362,0.8603,0.209,154,1865,25,583,RGCN,Cora,0.1,81,81,191,151
396,0.7644,0.2974,0.9097,0.1777,131,1877,13,606,RGCN,Cora,0.1,81,81,191,161
397,0.7731,0.3578,0.8691,0.2252,166,1865,25,571,RGCN,Cora,0.1,81,81,191,171
398,0.7549,0.2529,0.872,0.1479,109,1874,16,628,RGCN,Cora,0.1,81,81,191,181
399,0.7739,0.3501,0.904,0.2171,160,1873,17,577,RGCN,Cora,0.1,81,81,191,191
400,0.4739,0.4266,0.3072,0.6974,514,731,1159,223,GCN,Cora,0.1,81,81,1,1
401,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,11
402,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,21
403,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,31
404,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,41
405,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,51
406,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,61
407,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,71
408,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,81
409,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,91
410,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,101
411,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,111
412,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,121
413,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,131
414,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,141
415,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,151
416,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,161
417,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,171
418,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,181
419,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,1,191
420,0.2878,0.3856,0.2543,0.7965,587,169,1721,150,GCN,Cora,0.1,81,81,11,1
421,0.7244,0.0372,0.9333,0.019,14,1889,1,723,GCN,Cora,0.1,81,81,11,11
422,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,21
423,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,31
424,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,41
425,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,51
426,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,61
427,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,71
428,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,81
429,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,91
430,0.7202,0.0054,1.0,0.0027,2,1890,0,735,GCN,Cora,0.1,81,81,11,101
431,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,111
432,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,121
433,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,131
434,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,141
435,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,151
436,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,161
437,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,171
438,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,181
439,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,11,191
440,0.5542,0.1162,0.131,0.1045,77,1379,511,660,GCN,Cora,0.1,81,81,21,1
441,0.7689,0.3697,0.7876,0.2415,178,1842,48,559,GCN,Cora,0.1,81,81,21,11
442,0.839,0.6382,0.8634,0.5061,373,1831,59,364,GCN,Cora,0.1,81,81,21,21
443,0.7884,0.4473,0.8364,0.3053,225,1846,44,512,GCN,Cora,0.1,81,81,21,31
444,0.7282,0.0605,1.0,0.0312,23,1890,0,714,GCN,Cora,0.1,81,81,21,41
445,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,21,51
446,0.7286,0.0728,0.875,0.038,28,1886,4,709,GCN,Cora,0.1,81,81,21,61
447,0.7332,0.107,0.875,0.057,42,1884,6,695,GCN,Cora,0.1,81,81,21,71
448,0.7431,0.1718,0.8974,0.095,70,1882,8,667,GCN,Cora,0.1,81,81,21,81
449,0.7202,0.0081,0.75,0.0041,3,1889,1,734,GCN,Cora,0.1,81,81,21,91
450,0.7198,0.0027,1.0,0.0014,1,1890,0,736,GCN,Cora,0.1,81,81,21,101
451,0.7221,0.0188,1.0,0.0095,7,1890,0,730,GCN,Cora,0.1,81,81,21,111
452,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,21,121
453,0.721,0.0108,1.0,0.0054,4,1890,0,733,GCN,Cora,0.1,81,81,21,131
454,0.7214,0.0135,1.0,0.0068,5,1890,0,732,GCN,Cora,0.1,81,81,21,141
455,0.7271,0.0528,1.0,0.0271,20,1890,0,717,GCN,Cora,0.1,81,81,21,151
456,0.7195,0.0,0.0,0.0,0,1890,0,737,GCN,Cora,0.1,81,81,21,161
457,0.7244,0.0347,1.0,0.0176,13,1890,0,724,GCN,Cora,0.1,81,81,21,171
458,0.7217,0.0162,1.0,0.0081,6,1890,0,731,GCN,Cora,0.1,81,81,21,181
459,0.721,0.0108,1.0,0.0054,4,1890,0,733,GCN,Cora,0.1,81,81,21,191
460,0.6372,0.5389,0.4188,0.7558,557,1117,773,180,GCN,Cora,0.1,81,81,31,1
461,0.7998,0.6862,0.6124,0.7802,575,1526,364,162,GCN,Cora,0.1,81,81,31,11
462,0.8024,0.6452,0.6501,0.6404,472,1636,254,265,GCN,Cora,0.1,81,81,31,21
463,0.8051,0.6784,0.6316,0.7327,540,1575,315,197,GCN,Cora,0.1,81,81,31,31
464,0.6993,0.2779,0.4258,0.2062,152,1685,205,585,GCN,Cora,0.1,81,81,31,41
465,0.8219,0.6226,0.7674,0.5237,386,1773,117,351,GCN,Cora,0.1,81,81,31,51
466,0.8283,0.6005,0.8648,0.46,339,1837,53,398,GCN,Cora,0.1,81,81,31,61
467,0.8295,0.6229,0.8204,0.502,370,1809,81,367,GCN,Cora,0.1,81,81,31,71
468,0.7895,0.4258,0.9071,0.2782,205,1869,21,532,GCN,Cora,0.1,81,81,31,81
469,0.7606,0.2745,0.9154,0.1615,119,1879,11,618,GCN,Cora,0.1,81,81,31,91
470,0.8002,0.4637,0.938,0.308,227,1875,15,510,GCN,Cora,0.1,81,81,31,101
471,0.826,0.5811,0.8955,0.4301,317,1853,37,420,GCN,Cora,0.1,81,81,31,111
472,0.8002,0.467,0.9274,0.3121,230,1872,18,507,GCN,Cora,0.1,81,81,31,121
473,0.7727,0.33,0.9545,0.1995,147,1883,7,590,GCN,Cora,0.1,81,81,31,131
474,0.729,0.0705,0.931,0.0366,27,1888,2,710,GCN,Cora,0.1,81,81,31,141
475,0.7941,0.4335,0.9495,0.2809,207,1879,11,530,GCN,Cora,0.1,81,81,31,151
476,0.8078,0.4985,0.9296,0.3406,251,1871,19,486,GCN,Cora,0.1,81,81,31,161
477,0.799,0.4656,0.9163,0.3121,230,1869,21,507,GCN,Cora,0.1,81,81,31,171
478,0.7815,0.3734,0.9553,0.232,171,1882,8,566,GCN,Cora,0.1,81,81,31,181
479,0.7293,0.0706,0.9643,0.0366,27,1889,1,710,GCN,Cora,0.1,81,81,31,191
480,0.4743,0.3015,0.2403,0.4043,298,948,942,439,GCN,Cora,0.1,81,81,41,1
481,0.5942,0.4025,0.3429,0.4871,359,1202,688,378,GCN,Cora,0.1,81,81,41,11
482,0.8146,0.686,0.6536,0.7218,532,1608,282,205,GCN,Cora,0.1,81,81,41,21
483,0.7541,0.6085,0.5498,0.6811,502,1479,411,235,GCN,Cora,0.1,81,81,41,31
484,0.8592,0.735,0.7785,0.6961,513,1744,146,224,GCN,Cora,0.1,81,81,41,41
485,0.877,0.7795,0.7843,0.7748,571,1733,157,166,GCN,Cora,0.1,81,81,41,51
486,0.818,0.6516,0.7039,0.6065,447,1702,188,290,GCN,Cora,0.1,81,81,41,61
487,0.8553,0.7086,0.8148,0.6269,462,1785,105,275,GCN,Cora,0.1,81,81,41,71
488,0.8474,0.6627,0.8717,0.5346,394,1832,58,343,GCN,Cora,0.1,81,81,41,81
489,0.8394,0.6608,0.8107,0.5577,411,1794,96,326,GCN,Cora,0.1,81,81,41,91
490,0.8295,0.5882,0.9117,0.4342,320,1859,31,417,GCN,Cora,0.1,81,81,41,101
491,0.7994,0.455,0.9565,0.2985,220,1880,10,517,GCN,Cora,0.1,81,81,41,111
492,0.8097,0.5098,0.9187,0.3528,260,1867,23,477,GCN,Cora,0.1,81,81,41,121
493,0.8268,0.5703,0.9379,0.4098,302,1870,20,435,GCN,Cora,0.1,81,81,41,131
494,0.8515,0.6739,0.878,0.5468,403,1834,56,334,GCN,Cora,0.1,81,81,41,141
495,0.8584,0.6874,0.9029,0.555,409,1846,44,328,GCN,Cora,0.1,81,81,41,151
496,0.7404,0.1517,0.9104,0.0828,61,1884,6,676,GCN,Cora,0.1,81,81,41,161
497,0.8439,0.6365,0.9182,0.4871,359,1858,32,378,GCN,Cora,0.1,81,81,41,171
498,0.8055,0.5082,0.8742,0.3582,264,1852,38,473,GCN,Cora,0.1,81,81,41,181
499,0.7796,0.3781,0.9072,0.2388,176,1872,18,561,GCN,Cora,0.1,81,81,41,191
500,0.7944,0.7059,0.5896,0.8792,648,1439,451,89,GCN,Cora,0.1,81,81,51,1
501,0.7214,0.592,0.5024,0.7205,531,1364,526,206,GCN,Cora,0.1,81,81,51,11
502,0.8592,0.7556,0.7362,0.7761,572,1685,205,165,GCN,Cora,0.1,81,81,51,21
503,0.6426,0.2658,0.3137,0.2307,170,1518,372,567,GCN,Cora,0.1,81,81,51,31
504,0.8565,0.725,0.7839,0.6744,497,1753,137,240,GCN,Cora,0.1,81,81,51,41
505,0.8531,0.7132,0.7882,0.6513,480,1761,129,257,GCN,Cora,0.1,81,81,51,51
506,0.855,0.6979,0.8397,0.597,440,1806,84,297,GCN,Cora,0.1,81,81,51,61
507,0.8717,0.7487,0.8311,0.6811,502,1788,102,235,GCN,Cora,0.1,81,81,51,71
508,0.8576,0.7087,0.8318,0.6174,455,1798,92,282,GCN,Cora,0.1,81,81,51,81
509,0.8595,0.6897,0.9071,0.5563,410,1848,42,327,GCN,Cora,0.1,81,81,51,91
510,0.8515,0.6803,0.8592,0.5631,415,1822,68,322,GCN,Cora,0.1,81,81,51,101
511,0.858,0.699,0.8625,0.5875,433,1821,69,304,GCN,Cora,0.1,81,81,51,111
512,0.8485,0.6539,0.9104,0.5102,376,1853,37,361,GCN,Cora,0.1,81,81,51,121
513,0.8409,0.6294,0.9079,0.4817,355,1854,36,382,GCN,Cora,0.1,81,81,51,131
514,0.8002,0.467,0.9274,0.3121,230,1872,18,507,GCN,Cora,0.1,81,81,51,141
515,0.8348,0.6076,0.9106,0.4559,336,1857,33,401,GCN,Cora,0.1,81,81,51,151
516,0.8245,0.5696,0.9132,0.4138,305,1861,29,432,GCN,Cora,0.1,81,81,51,161
517,0.8276,0.577,0.9251,0.4193,309,1865,25,428,GCN,Cora,0.1,81,81,51,171
518,0.8078,0.5167,0.8766,0.3664,270,1852,38,467,GCN,Cora,0.1,81,81,51,181
519,0.8337,0.6122,0.8846,0.4681,345,1845,45,392,GCN,Cora,0.1,81,81,51,191
520,0.6909,0.613,0.4724,0.8725,643,1172,718,94,GCN,Cora,0.1,81,81,61,1
521,0.7697,0.6418,0.5693,0.7354,542,1480,410,195,GCN,Cora,0.1,81,81,61,11
522,0.818,0.6975,0.6536,0.7476,551,1598,292,186,GCN,Cora,0.1,81,81,61,21
523,0.8409,0.7217,0.7085,0.7354,542,1667,223,195,GCN,Cora,0.1,81,81,61,31
524,0.8691,0.7557,0.7928,0.7218,532,1751,139,205,GCN,Cora,0.1,81,81,61,41
525,0.8641,0.7247,0.8393,0.6377,470,1800,90,267,GCN,Cora,0.1,81,81,61,51
526,0.8892,0.7767,0.894,0.6866,506,1830,60,231,GCN,Cora,0.1,81,81,61,61
527,0.8664,0.729,0.8459,0.6404,472,1804,86,265,GCN,Cora,0.1,81,81,61,71
528,0.8451,0.6542,0.875,0.5224,385,1835,55,352,GCN,Cora,0.1,81,81,61,81
529,0.8748,0.7463,0.8643,0.6567,484,1814,76,253,GCN,Cora,0.1,81,81,61,91
530,0.8576,0.7036,0.8457,0.6024,444,1809,81,293,GCN,Cora,0.1,81,81,61,101
531,0.858,0.6899,0.8906,0.5631,415,1839,51,322,GCN,Cora,0.1,81,81,61,111
532,0.7769,0.3857,0.8479,0.2497,184,1857,33,553,GCN,Cora,0.1,81,81,61,121
533,0.8375,0.6264,0.8818,0.4858,358,1842,48,379,GCN,Cora,0.1,81,81,61,131
534,0.8276,0.6105,0.8333,0.4817,355,1819,71,382,GCN,Cora,0.1,81,81,61,141
535,0.8375,0.6143,0.9189,0.4613,340,1860,30,397,GCN,Cora,0.1,81,81,61,151
536,0.842,0.6432,0.8779,0.5075,374,1838,52,363,GCN,Cora,0.1,81,81,61,161
537,0.8462,0.6541,0.8863,0.5183,382,1841,49,355,GCN,Cora,0.1,81,81,61,171
538,0.8477,0.6528,0.906,0.5102,376,1851,39,361,GCN,Cora,0.1,81,81,61,181
