,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
126,0.7368,0.8485,0.7368,1.0,0,42,0,15,SkipNodeGCN,Cora,0.07,57,57
127,0.8772,0.9346,0.8772,1.0,0,50,0,7,DropEdgeGCN,Cora,0.07,57,57
128,0.9231,0.96,0.9231,1.0,0,60,0,5,RGCN,Cora,0.08,65,65
129,0.9231,0.96,0.9231,1.0,0,60,0,5,GCN,Cora,0.08,65,65
130,0.5538,0.7129,0.5538,1.0,0,36,0,29,SkipNodeGCN,Cora,0.08,65,65
131,0.9385,0.9683,0.9385,1.0,0,61,0,4,DropEdgeGCN,Cora,0.08,65,65
132,0.9589,0.979,0.9589,1.0,0,70,0,3,RGCN,Cora,0.09,73,73
133,0.7808,0.8769,0.7808,1.0,0,57,0,16,GCN,Cora,0.09,73,73
134,0.6301,0.7731,0.6301,1.0,0,46,0,27,SkipNodeGCN,Cora,0.09,73,73
135,0.9041,0.9496,0.9041,1.0,0,66,0,7,DropEdgeGCN,Cora,0.09,73,73
136,0.8889,0.9412,0.8889,1.0,0,72,0,9,RGCN,Cora,0.1,81,81
137,0.8519,0.92,0.8519,1.0,0,69,0,12,GCN,Cora,0.1,81,81
138,0.4938,0.6612,0.4938,1.0,0,40,0,41,SkipNodeGCN,Cora,0.1,81,81
139,0.9012,0.9481,0.9012,1.0,0,73,0,8,DropEdgeGCN,Cora,0.1,81,81
140,0.9213,0.9591,0.9213,1.0,0,82,0,7,RGCN,Cora,0.11,89,89
141,0.8539,0.9212,0.8539,1.0,0,76,0,13,GCN,Cora,0.11,89,89
142,0.5843,0.7376,0.5843,1.0,0,52,0,37,SkipNodeGCN,Cora,0.11,89,89
143,0.9326,0.9651,0.9326,1.0,0,83,0,6,DropEdgeGCN,Cora,0.11,89,89
144,0.949,0.9738,0.949,1.0,0,93,0,5,RGCN,Cora,0.12,98,98
145,0.8776,0.9348,0.8776,1.0,0,86,0,12,GCN,Cora,0.12,98,98
146,0.6327,0.775,0.6327,1.0,0,62,0,36,SkipNodeGCN,Cora,0.12,98,98
147,0.9082,0.9519,0.9082,1.0,0,89,0,9,DropEdgeGCN,Cora,0.12,98,98
148,0.9151,0.9557,0.9151,1.0,0,97,0,9,RGCN,Cora,0.13,106,106
149,0.8679,0.9293,0.8679,1.0,0,92,0,14,GCN,Cora,0.13,106,106
150,0.6226,0.7674,0.6226,1.0,0,66,0,40,SkipNodeGCN,Cora,0.13,106,106
151,0.9057,0.9505,0.9057,1.0,0,96,0,10,DropEdgeGCN,Cora,0.13,106,106
152,0.9737,0.9867,0.9737,1.0,0,111,0,3,RGCN,Cora,0.14,114,114
153,0.9035,0.9493,0.9035,1.0,0,103,0,11,GCN,Cora,0.14,114,114
154,0.5965,0.7473,0.5965,1.0,0,68,0,46,SkipNodeGCN,Cora,0.14,114,114
