,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
65,0.921,0.9589,0.921,1.0,0,303,0,26,GCN,Photo,0.17,329,329
66,0.9483,0.9735,0.9483,1.0,0,312,0,17,SkipNodeGCN,Photo,0.17,329,329
67,0.8936,0.9438,0.8936,1.0,0,294,0,35,DropEdgeGCN,Photo,0.17,329,329
68,0.9656,0.9825,0.9656,1.0,0,337,0,12,RGCN,Photo,0.18,349,349
69,0.9341,0.9659,0.9341,1.0,0,326,0,23,GCN,Photo,0.18,349,349
70,0.9026,0.9488,0.9026,1.0,0,315,0,34,SkipNodeGCN,Photo,0.18,349,349
71,0.957,0.978,0.957,1.0,0,334,0,15,DropEdgeGCN,Photo,0.18,349,349
72,0.9837,0.9918,0.9837,1.0,0,362,0,6,RGCN,Photo,0.19,368,368
73,0.9185,0.9575,0.9185,1.0,0,338,0,30,GCN,Photo,0.19,368,368
74,0.9185,0.9575,0.9185,1.0,0,338,0,30,SkipNodeGCN,Photo,0.19,368,368
75,0.9158,0.956,0.9158,1.0,0,337,0,31,DropEdgeGCN,Photo,0.19,368,368
76,0.9923,0.9961,0.9923,1.0,0,385,0,3,RGCN,Photo,0.2,388,388
77,0.9227,0.9598,0.9227,1.0,0,358,0,30,GCN,Photo,0.2,388,388
78,0.9227,0.9598,0.9227,1.0,0,358,0,30,SkipNodeGCN,Photo,0.2,388,388
79,0.9536,0.9763,0.9536,1.0,0,370,0,18,DropEdgeGCN,Photo,0.2,388,388
80,0.9853,0.9926,0.9853,1.0,0,401,0,6,RGCN,Photo,0.21,407,407
81,0.9287,0.9631,0.9287,1.0,0,378,0,29,GCN,Photo,0.21,407,407
82,0.9115,0.9537,0.9115,1.0,0,371,0,36,SkipNodeGCN,Photo,0.21,407,407
83,0.9459,0.9722,0.9459,1.0,0,385,0,22,DropEdgeGCN,Photo,0.21,407,407
84,0.9883,0.9941,0.9883,1.0,0,422,0,5,RGCN,Photo,0.22,427,427
