,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
95,0.8836,0.9382,0.8836,1.0,0,1367,0,180,MCLS,PubMed,0.2,1547,1547
96,0.7666,0.8679,0.7666,1.0,0,1186,0,361,CCRNE,PubMed,0.2,1547,1547
97,0.2101,0.3472,0.2101,1.0,0,325,0,1222,RCSVM,PubMed,0.2,1547,1547
98,0.6303,0.7732,0.6303,1.0,0,975,0,572,PU_LP,PubMed,0.2,1547,1547
99,0.8778,0.9349,0.8778,1.0,0,1358,0,189,LP_PUL,PubMed,0.2,1547,1547
100,0.8763,0.9341,0.8763,1.0,0,1424,0,201,MCLS,PubMed,0.21,1625,1625
101,0.7458,0.8544,0.7458,1.0,0,1212,0,413,CCRNE,PubMed,0.21,1625,1625
102,0.2191,0.3594,0.2191,1.0,0,356,0,1269,RCSVM,PubMed,0.21,1625,1625
103,0.6849,0.813,0.6849,1.0,0,1113,0,512,PU_LP,PubMed,0.21,1625,1625
104,0.8769,0.9344,0.8769,1.0,0,1425,0,200,LP_PUL,PubMed,0.21,1625,1625
105,0.8843,0.9386,0.8843,1.0,0,1505,0,197,MCLS,PubMed,0.22,1702,1702
106,0.7626,0.8653,0.7626,1.0,0,1298,0,404,CCRNE,PubMed,0.22,1702,1702
107,0.2203,0.3611,0.2203,1.0,0,375,0,1327,RCSVM,PubMed,0.22,1702,1702
108,0.6187,0.7644,0.6187,1.0,0,1053,0,649,PU_LP,PubMed,0.22,1702,1702
109,0.8784,0.9353,0.8784,1.0,0,1495,0,207,LP_PUL,PubMed,0.22,1702,1702
110,0.8848,0.9389,0.8848,1.0,0,1574,0,205,MCLS,PubMed,0.23,1779,1779
111,0.7678,0.8687,0.7678,1.0,0,1366,0,413,CCRNE,PubMed,0.23,1779,1779
112,0.2383,0.3849,0.2383,1.0,0,424,0,1355,RCSVM,PubMed,0.23,1779,1779
