,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
60,0.8567,0.8323,0.77,0.9056,5738,8082,1714,598,GCN,dblp,0.2,1584,1584
61,0.8793,0.8476,0.8408,0.8545,5414,8771,1025,922,GAT,dblp,0.2,1584,1584
62,0.8471,0.8063,0.8027,0.8098,5131,8535,1261,1205,GraphSage,dblp,0.2,1584,1584
63,0.8629,0.8203,0.8454,0.7966,5047,8873,923,1289,RGCN,dblp,0.2,1584,1584
64,0.8804,0.849,0.8422,0.8559,5423,8780,1016,913,RGAT,dblp,0.2,1584,1584
65,0.8964,0.8575,0.932,0.794,5031,9429,367,1305,RGraphSage,dblp,0.2,1584,1584
66,0.8402,0.8099,0.735,0.9019,5357,7865,1931,583,GCN,dblp,0.25,1980,1980
67,0.8503,0.8128,0.77,0.8606,5112,8269,1527,828,GAT,dblp,0.25,1980,1980
68,0.855,0.8192,0.7738,0.8702,5169,8285,1511,771,GraphSage,dblp,0.25,1980,1980
69,0.8974,0.8583,0.8969,0.8229,4888,9234,562,1052,RGCN,dblp,0.25,1980,1980
70,0.8822,0.8475,0.8292,0.8665,5147,8736,1060,793,RGAT,dblp,0.25,1980,1980
71,0.8791,0.8448,0.8193,0.8719,5179,8654,1142,761,RGraphSage,dblp,0.25,1980,1980
72,0.3396,0.2708,0.266,0.2759,2163,3826,5970,5678,GCN,dblp,0.01,79,79
73,0.6322,0.3424,0.8345,0.2154,1689,9461,335,6152,GAT,dblp,0.01,79,79
74,0.5557,0.001,1.0,0.0005,4,9796,0,7837,GraphSage,dblp,0.01,79,79
75,0.794,0.7471,0.8226,0.6842,5365,8639,1157,2476,RGCN,dblp,0.01,79,79
76,0.8487,0.8127,0.9037,0.7383,5789,9179,617,2052,RGAT,dblp,0.01,79,79
77,0.8366,0.7917,0.9136,0.6985,5477,9278,518,2364,RGraphSage,dblp,0.01,79,79
78,0.8446,0.8354,0.7737,0.9078,6830,7798,1998,694,GCN,dblp,0.05,396,396
79,0.8327,0.8048,0.816,0.7939,5973,8449,1347,1551,GAT,dblp,0.05,396,396
80,0.8528,0.8366,0.8079,0.8675,6527,8244,1552,997,GraphSage,dblp,0.05,396,396
