,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
20,0.5559,0.5724,0.4345,0.8383,5515,4801,7177,1064,GraphSage,PubMed,0.15,1160,1160
21,0.8308,0.721,0.8678,0.6167,4057,11360,618,2522,RGCN,PubMed,0.15,1160,1160
22,0.8508,0.7725,0.8411,0.7142,4699,11090,888,1880,RGAT,PubMed,0.15,1160,1160
23,0.8177,0.6911,0.8653,0.5753,3785,11389,589,2794,RGraphSage,PubMed,0.15,1160,1160
24,0.5281,0.5822,0.4169,0.9648,5974,3622,8356,218,GCN,PubMed,0.2,1547,1547
25,0.5763,0.595,0.4412,0.9134,5656,4815,7163,536,GAT,PubMed,0.2,1547,1547
26,0.5571,0.5527,0.4214,0.803,4972,5150,6828,1220,GraphSage,PubMed,0.2,1547,1547
27,0.8294,0.7246,0.8052,0.6588,4079,10991,987,2113,RGCN,PubMed,0.2,1547,1547
28,0.8053,0.6458,0.8496,0.5208,3225,11407,571,2967,RGAT,PubMed,0.2,1547,1547
29,0.8445,0.7506,0.8274,0.6869,4253,11091,887,1939,RGraphSage,PubMed,0.2,1547,1547
30,0.5758,0.5976,0.4328,0.9649,5601,4639,7339,204,GCN,PubMed,0.25,1934,1934
31,0.681,0.6461,0.5065,0.892,5178,6932,5046,627,GAT,PubMed,0.25,1934,1934
32,0.6922,0.6267,0.5187,0.7914,4594,7715,4263,1211,GraphSage,PubMed,0.25,1934,1934
33,0.7867,0.5548,0.8701,0.4072,2364,11625,353,3441,RGCN,PubMed,0.25,1934,1934
34,0.8057,0.6129,0.8766,0.4711,2735,11593,385,3070,RGAT,PubMed,0.25,1934,1934
35,0.8506,0.7451,0.8413,0.6686,3881,11246,732,1924,RGraphSage,PubMed,0.25,1934,1934
36,0.4617,0.5891,0.4194,0.989,7578,1489,10489,84,GCN,PubMed,0.01,77,77
37,0.5935,0.6399,0.4889,0.926,7095,4561,7417,567,GAT,PubMed,0.01,77,77
38,0.6458,0.6668,0.5267,0.9082,6959,5725,6253,703,GraphSage,PubMed,0.01,77,77
39,0.7575,0.741,0.6351,0.8892,6813,8064,3914,849,RGCN,PubMed,0.01,77,77
40,0.7276,0.6996,0.6139,0.813,6229,8061,3917,1433,RGAT,PubMed,0.01,77,77
41,0.7155,0.678,0.6071,0.7678,5883,8170,3808,1779,RGraphSage,PubMed,0.01,77,77
